id,day,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.02,2014-04-02,2014-04-02 11:30:00.000000000,0.3191205617996335,12.36932697368421,31.45675563492064,98.23804365079364,0.0,0.0,0.0,18.11358333333333,10.0205,0.0,0.0,0.0,0.0,2.0,-0.6,-0.2,6,815.7836172759106,0.0
AS14.02,2014-04-03,2014-04-03 11:30:00.000000000,0.3225058399099886,6.179408938244446,23.55760828869048,54.81019444444444,0.0,0.0,0.0,11.2264,11.965,22.9133,0.0,0.0,0.0,2.0,-0.25,0.0,6,552.742537116517,0.0
AS14.02,2014-04-04,2014-04-04 11:30:00.000000000,0.2272703566089604,9.645634737959304,29.100122751322758,393.0085,0.0,0.0,0.0,16.27,13.2135,0.0,0.0,0.0,0.0,3.0,-1.2,0.2,6,435.3859483378321,0.0
AS14.02,2014-04-05,2014-04-05 11:30:00.000000000,0.3219197224805252,12.38500660342262,29.450092857142856,27.251431746031745,0.0,0.0,0.0,14.628199999999998,21.718541666666667,24.2544375,0.0,0.0,0.0,4.0,0.0,0.6,7,2450.38111811226,1.0
AS14.02,2014-04-06,2014-04-06 13:30:00.000000000,0.2152095201608524,9.117377932098766,25.9537606060606,51.00380833333333,0.0,0.0,0.0,7.502750000000001,24.2634574829932,0.0,0.0,0.0,0.0,3.0,-1.0,-1.25,4,449.6938338102298,0.0
AS14.02,2014-04-07,2014-04-07 11:30:00.000000000,0.1365237343960995,10.59830518093018,49.12045607725608,62.784000000000006,0.0,0.0,0.0,17.4135,42.10883484848485,0.0,0.0,0.0,0.0,2.0,0.0,0.6,7,684.966654082601,0.0
AS14.02,2014-04-08,2014-04-08 11:30:00.000000000,0.2619510376215639,8.474600588560744,25.68844201388889,20.2735,0.0,0.0,0.0,17.541966666666667,17.513790598290598,0.0,0.0,0.0,0.0,5.0,-0.25,0.5,6,430.0419710661184,1.0
AS14.02,2014-04-09,2014-04-09 11:30:00.000000000,0.2472098480448902,6.967975103338055,24.43079777107813,36.47999333333333,0.0,0.0,0.0,12.2794,22.689785714285712,0.0,0.0,0.0,0.0,6.0,-0.5,0.25,7,778.7747428545205,1.0
AS14.02,2014-04-10,2014-04-10 11:30:00.000000000,0.2607506038432931,9.810629894179892,27.024177508503403,20.95491805555556,0.0,0.0,0.0,29.74475,13.995429232804232,58.34588888888888,0.0,1.0225,0.0,1.0,0.25,0.75,7,856.0384397388478,1.0
AS14.02,2014-04-11,2014-04-11 11:30:00.000000000,0.4244814273084369,18.339421829774093,22.77204120118636,26.070232698412696,0.0,0.0,0.0,24.78625,10.491520408163266,19.07971424774056,0.0,0.0,0.0,5.0,-0.5,0.5,6,471.9718932329885,1.0
AS14.02,2014-04-12,2014-04-12 11:30:00.000000000,0.3783017333120427,19.37991346847597,17.34430588235294,0.0,0.0,0.0,0.0,11.016,37.14233333333333,16.182590659340658,0.0,3.493,0.0,5.0,-2.0,-1.0,6,419.82689448734726,1.0
AS14.02,2014-04-13,2014-04-13 11:30:00.000000000,0.2898201182827999,9.862171315863623,24.1564375,24.5219,0.0,0.0,0.0,15.822399999999998,12.4485,8.454931623931623,0.0,0.0,0.0,1.0,-0.6,0.4,7,358.65000876680256,0.0
AS14.02,2014-04-14,2014-04-14 11:30:00.000000000,0.1870740501721279,9.410596984126984,25.129762755102043,5.969783333333334,0.0,0.0,0.0,7.060666666666666,15.72175,0.0,0.0,9.0802,0.0,6.0,0.75,1.0,8,477.4641294389965,4.0
AS14.02,2014-04-15,2014-04-15 11:08:10.909090816,0.1736288831786874,5.704888888888889,22.2835,4.9145,0.0,0.0,0.0,0.0,12.693,0.0,0.0,0.0,0.0,9.0,-0.5,0.5,7,67.31210723093578,1.0
AS14.02,2014-04-16,2014-04-16 12:15:00.000000000,0.3532763532763534,13.898875000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.3333333333333333,0.3333333333333333,7,54.64199984073639,1.0
AS14.02,2014-04-17,2014-04-17 16:42:00.000000000,0.4700854700854705,2.007,12.533666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1666666666666666,-0.1666666666666666,6,13.744999885559071,3.0
AS14.02,2014-04-18,2014-04-18 15:51:25.714285824,0.4850427350427352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6,0.0,0.0
AS14.02,2014-04-19,2014-04-19 13:30:00.000000000,0.5,10.09,24.11366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6666666666666666,-0.3333333333333333,6,93.66100001335155,0.0
AS14.02,2014-04-20,2014-04-20 15:00:00.000000000,0.3583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.6666666666666666,0.0,5,0.0,3.0
AS14.02,2014-04-21,2014-04-21 14:42:51.428571392,0.2166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.5,-0.5,6,0.0,0.0
AS14.02,2014-04-22,2014-04-22 15:15:00.000000000,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.629,0.0,0.0,0.0,0.0,5.0,-1.3333333333333333,-0.3333333333333333,6,6.54000008106234,2.0
AS14.02,2014-04-23,2014-04-23 12:51:25.714285824,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,6,0.0,1.0
AS14.02,2014-04-24,2014-04-24 13:00:00.000000000,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,7,0.0,0.0
AS14.02,2014-04-25,2014-04-25 21:00:00.000000000,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,9,0.0,0.0
AS14.03,2014-03-21,2014-03-21 16:49:05.454545408,0.1913883086450861,15.29811111111111,45.314059523809526,24.97135408163265,0.0,0.0,10.046,23.488366666666668,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,9,291.4382049933312,2.0
AS14.03,2014-03-22,2014-03-22 13:45:52.941176576,0.1913883086450861,21.53722595238095,14.038287878787878,61.36410552143934,0.0,0.0,0.0,14.869333333333332,0.0,35.479,0.0,4.35,0.0,6.0,0.8,1.0,8,630.383917300784,1.0
AS14.03,2014-03-23,2014-03-23 11:30:00.000000000,0.1002466983942117,18.649624444444445,44.27848174603175,19.10142051109917,36.364,0.0,40.4995,18.456357142857144,0.0,33.516083333333334,0.0,0.0,44.854,1.0,-0.2,1.2,8,668.287857031686,1.0
AS14.03,2014-03-24,2014-03-24 11:30:00.000000000,0.090740222421567,12.799458333333334,21.424871310062485,28.726462355455,17.475,0.0,21.55525,20.56982857142857,0.0,0.0,11.064,5.136,0.0,2.0,-0.6,1.4,8,650.6020227096457,0.0
AS14.03,2014-03-25,2014-03-25 11:30:00.000000000,0.1327682855234919,52.54048571428572,17.05240634662956,12.62297278396207,149.181,0.0,10.277458333333334,26.726,0.0,0.0,47.324,12.5155,0.0,5.0,-0.4,1.2,8,536.3983121529561,1.0
AS14.03,2014-03-26,2014-03-26 11:30:00.000000000,0.0911532011403041,7.109385714285715,11.842879524410774,24.72861130952381,29.047,0.0,5.171,11.783583333333333,0.0,6.42,3.8245,0.0,0.0,1.0,0.5,1.0,8,492.2482775464221,0.0
AS14.03,2014-03-27,2014-03-27 11:30:00.000000000,0.1031957536987308,21.468564285714287,14.94129935897436,17.05365850340136,0.0,0.0,6.7185,10.005333333333333,0.0,0.0,0.0,8.745000000000001,0.0,2.0,0.25,0.5,8,612.4840048088984,1.0
AS14.03,2014-03-28,2014-03-28 11:30:00.000000000,0.1046792879790665,30.41359166666667,11.127357379243564,41.23865560515873,0.0,0.0,13.06225,17.592291666666668,0.0,0.0,31.893500000000003,7.045,0.0,2.0,-0.5,1.5,8,538.3183602173679,0.0
AS14.03,2014-03-29,2014-03-29 11:30:00.000000000,0.1633773377586506,9.655,6.732142857142857,48.67853866607248,49.371,0.0,0.0,11.107214285714289,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.6,9,560.894803160369,1.0
AS14.03,2014-03-30,2014-03-30 11:54:46.956521728,0.1646507152666788,3.21725,15.21437569854388,35.70620021645021,0.0,0.0,26.284,15.5045,0.0,0.0,35.267,0.0,15.9775,1.0,-0.2,1.0,8,799.9081498179172,0.0
AS14.03,2014-03-31,2014-03-31 11:30:00.000000000,0.0836335845955086,40.17427429792429,39.39203370535714,20.31313923611111,25.83033333333333,0.0,0.0,8.397190476190476,0.0,0.0,0.0,5.16,0.0,2.0,0.4,0.6,7,2079.9146550877567,1.0
AS14.03,2014-04-01,2014-04-01 11:30:00.000000000,0.097414340146311,43.296191666666665,11.911351686507937,20.121838095238097,58.641,0.0,15.6225,9.947107142857144,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,8,595.4281727755357,0.0
AS14.03,2014-04-02,2014-04-02 11:30:00.000000000,0.0786881382869165,27.790740476190475,17.17118977272727,24.98126180555556,21.813,0.0,4.4645,10.735733333333332,0.0,27.0725,0.0,0.0,0.0,2.0,0.2,0.6,7,335.78389510531485,0.0
AS14.03,2014-04-03,2014-04-03 11:30:00.000000000,0.0836364543999837,3898.3674166666665,14.14938936688312,80.83525778388278,11.6181875,0.0,0.0,13.538291666666666,0.0,0.0,20.192,14.5985,0.0,1.0,0.0,1.0,8,524.9801585320446,0.0
AS14.03,2014-04-04,2014-04-04 11:30:00.000000000,0.0871065604162596,23.480638888888887,17.25870761904762,22.34628525641026,47.284,0.0,6.163,25.921625,0.0,0.0,315.509,0.0,0.0,0.0,0.2,1.4,8,763.0905118605273,3.0
AS14.03,2014-04-05,2014-04-05 11:30:00.000000000,0.1144279376296363,13.28572380952381,14.575204206349207,30.96340814814815,0.0,0.0,52.227,10.143666666666666,0.0,9.848,0.0,0.0,0.0,4.0,1.2,1.0,8,939.9218684903196,0.0
AS14.03,2014-04-06,2014-04-06 11:30:00.000000000,0.076772015485237,3.861,26.814320833333333,61.2483013888889,0.0,0.0,0.0,90.07675,0.0,0.0,23.094,0.0,0.0,0.0,0.2,0.8,7,1298.9873638391505,0.0
AS14.03,2014-04-07,2014-04-07 11:30:00.000000000,0.1440639367890296,33.9424246031746,23.817540117521364,24.003026706626702,17.639400000000002,0.0,31.170250000000003,9.72975,0.0,0.0,24.9735,0.0,0.0,1.0,0.2,1.0,7,606.1457837025323,0.0
AS14.03,2014-04-08,2014-04-08 11:30:00.000000000,0.1038308889653645,96.4417242063492,9.877367521367525,10.488919302721088,27.089,0.0,1494.864,7.694428571428572,0.0,0.0,0.0,0.0,0.0,2.0,0.4,1.2,7,1324.0303228603832,1.0
AS14.03,2014-04-09,2014-04-09 11:30:00.000000000,0.0921222333052219,7.9476666666666675,13.032852993435135,17.728395833333334,15.8675,0.0,5.423333333333333,8.078100000000001,0.0,0.0,18.1275,0.0,0.0,0.0,0.6,1.0,8,568.0463774315891,0.0
AS14.03,2014-04-10,2014-04-10 11:30:00.000000000,0.1080663991151945,51.8445,20.65664317580568,31.48069107142857,0.0,0.0,5.217,12.77688888888889,13.22,0.0,2239.937,0.0,0.0,0.0,0.4,1.0,7,1547.0277335398712,2.0
AS14.03,2014-04-11,2014-04-11 11:30:00.000000000,0.1201880832717655,15.00975,16.326224175824173,31.498842176870745,17.149,0.0,4.58,24.086194444444445,0.0,0.0,28.343,4.513,0.0,0.0,0.2,1.0,8,841.797926942009,0.0
AS14.03,2014-04-12,2014-04-12 11:30:00.000000000,0.1270373422712845,4848.2431875,11.964527777777777,198.3266567099567,0.0,0.0,0.0,42.22307142857143,0.0,0.0,21.096,9.33,0.0,3.0,0.3333333333333333,1.0,8,712.148997524239,0.0
AS14.03,2014-04-13,2014-04-13 11:30:00.000000000,0.0781375421662017,121.87414285714284,49.60081493506493,32.660066495373314,0.0,0.0,26.55252307692308,116.56895,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,7,1307.3125438588002,1.0
AS14.03,2014-04-14,2014-04-14 11:30:00.000000000,0.0928962657178071,24.905830952380956,71.85829805194805,15.55268565759637,28.19,0.0,8.073,9.54475,6.633944444444444,0.0,11.226,17.303,0.0,0.0,0.0,0.8,7,791.4535304188721,1.0
AS14.03,2014-04-15,2014-04-15 11:30:00.000000000,0.1195549985213912,22.306538525641024,23.742574331409333,24.38258974358974,0.0,0.0,6.025,14.52595,0.0,0.0,12.082,0.0,0.0,5.0,0.2,0.8,8,579.5668650411717,0.0
AS14.03,2014-04-16,2014-04-16 11:30:00.000000000,0.114768169214947,7.485166666666667,22.19476309523809,31.58060504088504,18.113,0.0,16.593,12.548630952380952,0.0,0.0,19.114,7.662,0.0,2.0,0.8,1.0,8,836.9801234077236,0.0
AS14.03,2014-04-17,2014-04-17 11:30:00.000000000,0.1408592463523663,58.9061193121693,19.254285035103784,13.151230555555555,86.288,0.0,0.0,10.233128205128205,0.0,0.0,0.0,15.6655,0.0,3.0,0.25,0.75,7,722.4141488196359,2.0
AS14.03,2014-04-18,2014-04-18 11:30:00.000000000,0.0738760828994091,41.3177679029304,35.195554232804234,45.81277202797202,0.0,0.0,30.3262,5.0150500000000005,0.0,0.0,33.6805,7.954,0.0,4.0,0.0,1.0,8,683.6598752494357,0.0
AS14.03,2014-04-19,2014-04-19 11:30:00.000000000,0.208229777089402,8.502458333333333,30.639829166666665,2.28550735930736,0.0,0.0,0.0,10.6988,0.0,17.2585,0.0,0.0,0.0,2.0,0.6,0.8,8,391.6775334689352,1.0
AS14.03,2014-04-20,2014-04-20 11:30:00.000000000,0.1468526372239469,29.09271452991453,12.474999603174602,9.107023409417092,0.0,0.0,0.0,9.8222,0.0,13.3085,112.58,0.0,0.0,1.0,0.25,1.0,8,396.7994397918549,2.0
AS14.03,2014-04-21,2014-04-21 11:30:00.000000000,0.0208458050307714,144.61200000000002,39.49937142857143,91.59290151515152,23.194,0.0,0.0,141.30207142857145,0.0,44.368,0.0,5.461,0.0,1.0,0.2,1.0,7,1968.142042036569,0.0
AS14.03,2014-04-22,2014-04-22 11:30:00.000000000,0.092855614460823,6.83412,20.21282424242424,28.708518707482995,0.0,0.0,11.140999999999998,7.848699999999999,0.0,0.0,23.108,0.0,0.0,0.0,0.4,0.8,8,721.0814962081855,0.0
AS14.03,2014-04-23,2014-04-23 11:30:00.000000000,0.1203897193369119,8.9076875,13.694974064625852,21.52633668154762,79.5615,0.0,0.0,10.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,7,695.9328450508593,1.0
AS14.03,2014-04-24,2014-04-24 11:30:00.000000000,0.1060010922360682,7.950541666666666,56.76450150793651,10.985038948306595,26.177,0.0,0.0,14.459916666666668,0.0,0.0,20.7975,0.0,0.0,0.0,-0.2,1.0,7,779.6089859543339,0.0
AS14.03,2014-04-25,2014-04-25 11:30:00.000000000,0.1061676182204839,9.167875,229.6739039862915,28.60480158637659,11.566833333333332,0.0,59.49933333333333,11.5248,0.0,0.0,0.0,10.174,0.0,0.0,-1.0,1.0,8,3824.841988299663,0.0
AS14.03,2014-04-26,2014-04-26 11:30:00.000000000,0.2691422503343845,59.91950555555555,42.34616666666667,30.41035389610389,0.0,0.0,0.0,9.5906,5.4106,0.0,27.2505,0.0,0.0,2.0,-0.25,1.0,8,745.9236998120945,4.0
AS14.03,2014-04-27,2014-04-27 11:30:00.000000000,0.0655520717588992,4.47,15.973198268398267,231.1927231182796,0.0,0.0,0.0,78.59718154761904,0.0,58.41916666666667,0.0,0.0,0.0,0.0,-1.4,1.0,8,978.1555817615472,0.0
AS14.03,2014-04-28,2014-04-28 11:30:00.000000000,0.0826284903411332,7.021277777777779,34.309196773538964,20.919156192881196,14.0585,0.0,0.0,8.3074,3.38525,0.0,11.758444444444445,6.619,0.0,1.0,-1.4,1.0,7,594.2268274718165,0.0
AS14.03,2014-04-29,2014-04-29 11:30:00.000000000,0.1186958482249048,10.3895,18.257064090415344,12.642813121402408,18.770333333333333,0.0,6.506,8.430142857142856,0.0,0.0,13.057,0.0,0.0,0.0,-0.6,1.0,7,596.9765192476272,0.0
AS14.03,2014-04-30,2014-04-30 11:30:00.000000000,0.0896922408290304,21.029011111111117,42.24841641156463,27.026491865079368,0.0,0.0,0.0,13.871133333333333,0.0,0.0,20.75,8.135,0.0,0.0,-1.2,1.0,7,914.9021761258442,0.0
AS14.03,2014-05-01,2014-05-01 11:30:00.000000000,0.1363888345921595,101.8396111111111,25.82969513888889,36.81412824915825,0.0,0.0,15.2915,9.444055555555556,0.0,27.079083333333333,0.0,12.198,0.0,1.0,-0.8,1.0,7,1004.7252722382544,0.0
AS14.03,2014-05-02,2014-05-02 11:30:00.000000000,0.1343769226947676,4.851495273109244,18.58918979591837,34.61178023199023,21.612,0.0,0.0,26.98423958333333,0.0,49.673,0.0,7.578666666666667,0.0,3.0,-1.2,1.4,8,1000.142041787174,1.0
AS14.03,2014-05-03,2014-05-03 11:30:00.000000000,0.1389189314363011,127.97945833333333,18.11466371794872,41.75618547008547,0.0,0.0,0.0,6.204133333333333,0.0,18.12725,15.146,11.342,0.0,3.0,-0.375,1.0,8,3698.294818884006,0.0
AS14.03,2014-05-04,2014-05-04 11:30:00.000000000,0.0661624066483447,5.224425,5.711877777777778,138.99719861111112,0.0,0.0,0.0,8.12975,0.0,0.0,41.416,0.0,0.0,3.0,-1.2,0.8,7,904.8110984451844,0.0
AS14.03,2014-05-05,2014-05-05 11:30:00.000000000,0.1011820050553937,4.973319727891157,10.323932460317462,15.645414285714285,13.243,0.0,0.0,38.345333333333336,0.0,65.241,140.589,6.155,0.0,2.0,-1.0,1.0,7,468.25265018138,1.0
AS14.03,2014-05-07,2014-05-07 11:30:00.000000000,0.0944503564382072,117.6758125,19.855972880591636,14.270120427350427,0.0,0.0,2.3175,28.249125,0.0,0.0,37.386,0.0,0.0,0.0,-0.6666666666666666,1.0,8,702.1176072817003,0.0
AS14.05,2014-03-14,2014-03-14 16:00:00.000000000,0.083370520962047,20.824475,45.72407037037036,3.862609573002755,0.0,0.0,0.0,38.07383333333333,56.464333333333336,0.0,0.0,10.73875,0.0,2.0,-1.0,2.0,8,780.080022759682,0.0
AS14.05,2014-03-15,2014-03-15 12:13:20.000000000,0.083370520962047,49.86203636363636,70.5869757034632,32.82780715909091,0.0,0.0,0.0,22.6365,683.573,0.0,24.199166666666663,9.7535,0.0,1.0,0.0,0.4,6,2543.276010597039,0.0
AS14.05,2014-03-16,2014-03-16 12:56:28.235294208,0.083370520962047,18.4189,42.63254206349206,9.432148417207792,0.0,0.0,0.0,22.17125,0.0,0.0,27.672,14.1865,0.0,2.0,-0.6666666666666666,0.0,6,972.4692511224196,0.0
AS14.05,2014-03-17,2014-03-17 14:35:17.647058944,0.083370520962047,18.52424074074074,47.70084642579643,8.634355282738095,0.0,0.0,0.0,10.977357142857144,0.0,0.0,3.5340000000000003,6.631500000000001,0.0,0.0,-0.4,0.4,6,948.9714069912574,2.0
AS14.05,2014-03-18,2014-03-18 11:30:00.000000000,0.1131959061579209,18.081061958874457,52.582763858363855,10.109848720723722,0.0,0.0,0.0,11.969,0.0,0.0,7.07225,6.583375,0.0,3.0,0.25,1.0,8,4072.8843738959313,0.0
AS14.05,2014-03-19,2014-03-19 11:30:00.000000000,0.1336912649265363,25.304486111111117,52.10524926739927,13.47626497564935,0.0,0.0,0.0,17.33275,0.0,0.0,7.797666666666667,6.056,0.0,0.0,1.0,0.75,7,1236.1970519716858,0.0
AS14.05,2014-03-20,2014-03-20 11:30:00.000000000,0.1184567993861231,14.217678571428571,67.91082541208792,15.318673076923078,0.0,0.0,0.0,10.738666666666663,0.0,0.0,0.0,9.034,0.0,0.0,1.0,0.8,7,1019.937587984403,1.0
AS14.05,2014-03-21,2014-03-21 11:30:00.000000000,0.0501977228988561,15.155992207792208,33.60654571428572,6.257820826792256,0.0,0.0,0.0,10.7696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7,831.0749090949262,2.0
AS14.05,2014-03-22,2014-03-22 11:30:00.000000000,0.0185609923352061,6.5205,31.5285505050505,19.5063217948718,0.0,0.0,0.0,12.291444444444444,0.0,0.0,0.0,7.036,0.0,0.0,-2.0,-1.0,4,641.2143330587285,0.0
AS14.05,2014-03-23,2014-03-23 11:30:00.000000000,0.085242897248086,43.704,57.56082142857142,17.84844236111111,0.0,0.0,0.0,11.798833333333334,0.0,0.0,0.0,0.0,0.0,1.0,-1.4,-1.0,4,1321.5996668100358,3.0
AS14.05,2014-03-24,2014-03-24 11:02:43.636363520,0.0065358720727085,127.47966666666667,70.13448,16.38220833333333,0.0,0.0,0.0,24.31875,0.0,0.0,49.969,0.0,0.0,0.0,-2.0,-1.0,4,1227.6756671667097,1.0
AS14.05,2014-03-25,2014-03-25 11:30:00.000000000,0.0409668880042286,27.0725,70.10913489583334,31.779751455026453,0.0,0.0,0.0,32.34757142857143,0.0,0.0,25.044625,121.69026666666666,0.0,0.0,-1.0,0.3333333333333333,5,1997.559060000426,1.0
AS14.05,2014-03-26,2014-03-26 11:30:00.000000000,0.0392365091937256,29.486,97.937206372549,10.163609375,0.0,0.0,0.0,12.108416666666663,0.0,0.0,19.71525,0.0,0.0,0.0,-0.5,0.25,6,1789.0518146314696,1.0
AS14.05,2014-03-27,2014-03-27 11:30:00.000000000,0.0771758602536093,20.67941212121212,145.9477904897186,15.289591322751324,0.0,0.0,0.0,19.4969,0.0,0.0,25.65975,13.1425,0.0,1.0,-0.6,0.2,6,3010.599437041794,1.0
AS14.05,2014-03-28,2014-03-28 11:30:00.000000000,0.0453245831682896,23.481607142857143,41.03227793560606,131.21045468749998,0.0,0.0,0.0,15.3292,91.466,0.0,0.0,17.071,0.0,1.0,0.0,0.6,6,1348.354084217549,0.0
AS14.05,2014-03-29,2014-03-29 11:30:00.000000000,0.1044231818505304,21.992512987012987,21.240995216962524,5.571958616780045,0.0,0.0,0.0,13.451,0.0,0.0,16.2665,23.57,0.0,3.0,-0.4,1.0,6,498.6227815988432,1.0
AS14.05,2014-03-30,2014-03-30 11:54:46.956521728,0.0749195096161263,11.242391666666666,37.24165115921116,4.7768371825396825,0.0,0.0,0.0,25.2834,0.0,0.0,6.758749999999999,31.965000000000003,0.0,2.0,-0.8,0.8,6,787.9368394827601,0.0
AS14.05,2014-03-31,2014-03-31 11:30:00.000000000,0.0553413217689974,15.559074074074076,21.81406136363637,80.3721380952381,0.0,0.0,0.0,12.530071428571429,0.0,0.0,25.796888888888887,66.526,0.0,1.0,-0.4,1.0,7,379.4378735423086,0.0
