id,day,time,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,screen,sms,day_of_week,day_of_month,month,activity_lag_1,activity_lag_2,activity_lag_3,activity_lag_4,activity_lag_5,circumplex.arousal_lag_1,circumplex.arousal_lag_2,circumplex.arousal_lag_3,circumplex.arousal_lag_4,circumplex.arousal_lag_5,circumplex.valence_lag_1,circumplex.valence_lag_2,circumplex.valence_lag_3,circumplex.valence_lag_4,circumplex.valence_lag_5,mood_lag_1,mood_lag_2,mood_lag_3,mood_lag_4,mood_lag_5,mood
AS14.01,2014-03-29,2014-03-29 11:30:00.000000000,0.0682028101018696,18.80759587301588,43.24410659340659,111.78371428571428,0.0,0.0,0.0,20.3035,63.8157,17.47833333333333,0.0,32.43186111111111,0.0,1.0,0.2,1.0,2114.8813081681747,1.0,5,29,3,0.0956980216371201,0.1595106409690974,0.1013083216700759,0.0983741123905067,0.0789610561155979,-0.6,0.2,-0.2,0.5,0.8,0.6,0.8,0.6,0.5,0.0,6.4,7.0,6.6,6.75,6.0,8.0
AS14.01,2014-04-18,2014-04-18 11:30:00.000000000,0.094033006694976,11.697212032428355,71.64329781045751,63.48804166666668,15.992666666666668,0.0,0.0,6.752777777777777,198.6433,19.98125,0.0,16.802333333333333,0.0,1.0,-0.8,0.8,5224.32925503236,0.0,4,18,4,0.0569178566720968,0.1161103361271222,0.0901121527807252,0.0838873144698841,0.0140213289543707,-0.125,0.75,0.0,-1.2,-1.25,0.625,0.5,0.8,0.6,1.0,6.625,7.2,6.4,7.2,8.0,6.8
AS14.01,2014-03-21,2014-03-21 11:00:00.000000000,0.1340501039893886,14.1589111783246,57.03287648809524,64.49351041666667,6.167466666666667,0.0,58.62175,30.35107142857143,92.4411967948718,51.08411111111112,45.173,21.16031768707483,0.0,4.0,0.2,0.2,3704.882271755884,0.0,4,21,3,0.1340501039893886,0.1340501039893886,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.3333333333333333,0.75,0.0,0.0,0.0,6.333333333333333,6.25,0.0,0.0,0.0,6.2
AS14.01,2014-04-28,2014-04-28 11:30:00.000000000,0.0196753225383989,9.824915441247208,60.04992857142857,137.69235714285716,51.69477777777777,0.0,0.0,12.097333333333331,270.8867142857143,0.0,0.0,20.376416666666664,0.0,2.0,-0.8,0.8,2307.2730824627565,0.0,0,28,4,0.0304789237989636,0.2142487716242349,0.1090610636368274,0.0509029881940343,0.0459856891337655,-0.125,-0.2,-0.2,-0.4,0.2,1.0,1.0,0.8,1.0,1.0,7.5,7.6,7.2,7.6,7.6,7.6
AS14.01,2014-03-28,2014-03-28 11:30:00.000000000,0.0956980216371201,39.38876605134632,27.907846536796537,74.22436666666667,12.638333333333334,116.518,0.0,34.072500000000005,39.31308035714286,47.9855462962963,0.0,24.995229166666668,0.0,2.0,-0.6,0.6,863.6204891959827,0.0,4,28,3,0.1595106409690974,0.1013083216700759,0.0983741123905067,0.0789610561155979,0.1427411158050636,0.2,-0.2,0.5,0.8,0.2,0.8,0.6,0.5,0.0,0.8,7.0,6.6,6.75,6.0,6.8,6.4
AS14.01,2014-03-27,2014-03-27 11:26:05.217391360,0.1595106409690974,6.818627157113798,58.60855624543085,53.7711,14.073,0.0,14.214722222222225,9.755333333333333,118.08430102040816,23.657,0.0,22.869291666666665,0.0,1.0,0.2,0.8,4541.057064804043,1.0,3,27,3,0.1013083216700759,0.0983741123905067,0.0789610561155979,0.1427411158050636,0.2368802192399581,-0.2,0.5,0.8,0.2,0.6,0.6,0.5,0.0,0.8,0.5,6.6,6.75,6.0,6.8,6.4,7.0
AS14.01,2014-04-19,2014-04-19 11:30:00.000000000,0.0994319117238402,10.196997657021342,36.69514606592238,61.606,15.938166666666667,29.084,0.0,6.433666666666667,29.8144,64.445,0.0,28.397,0.0,1.0,-0.2,1.0,1738.6661487805404,0.0,5,19,4,0.094033006694976,0.0569178566720968,0.1161103361271222,0.0901121527807252,0.0838873144698841,-0.8,-0.125,0.75,0.0,-1.2,0.8,0.625,0.5,0.8,0.6,6.8,6.625,7.2,6.4,7.2,7.8
AS14.01,2014-04-25,2014-04-25 11:30:00.000000000,0.1090610636368274,7.294188900335776,56.50672348792445,74.96168055555556,7.023666666666666,0.0,0.0,11.4745,87.53944444444444,21.34575,0.0,34.42404166666667,0.0,2.0,-0.2,0.8,2546.947630589668,1.0,4,25,4,0.0509029881940343,0.0459856891337655,0.091929551822292,0.1020410589682471,0.0748162430431159,-0.4,0.2,0.2,-0.25,-0.25,1.0,1.0,1.0,1.0,0.75,7.6,7.6,7.4,7.6,7.25,7.2
AS14.01,2014-04-20,2014-04-20 12:00:00.000000000,0.0748162430431159,7.314251081394095,50.26399583333333,55.36675000000001,5.303,0.0,0.0,7.284625,145.32175,0.0,0.0,17.67455,0.0,1.0,-0.25,0.75,1356.7465470444206,2.0,6,20,4,0.0994319117238402,0.094033006694976,0.0569178566720968,0.1161103361271222,0.0901121527807252,-0.2,-0.8,-0.125,0.75,0.0,1.0,0.8,0.625,0.5,0.8,7.8,6.8,6.625,7.2,6.4,7.25
AS14.01,2014-03-26,2014-03-26 11:30:00.000000000,0.1013083216700759,10.653578563288564,69.7112773032523,147.06591666666668,8.721833333333333,0.0,0.0,16.249666666666666,94.17479907407407,0.0,0.0,0.0,0.0,0.0,-0.2,0.6,6027.540728047291,0.0,2,26,3,0.0983741123905067,0.0789610561155979,0.1427411158050636,0.2368802192399581,0.1340501039893886,0.5,0.8,0.2,0.6,0.2,0.5,0.0,0.8,0.5,0.2,6.75,6.0,6.8,6.4,6.2,6.6
AS14.01,2014-04-21,2014-04-21 11:30:00.000000000,0.1020410589682471,38.18914750125691,58.53288916666666,18.72,11.088666666666668,0.0,0.0,11.6098,61.28171428571428,22.75933333333333,0.0,22.21433333333333,0.0,2.0,-0.25,1.0,1124.0526595075926,0.0,0,21,4,0.0748162430431159,0.0994319117238402,0.094033006694976,0.0569178566720968,0.1161103361271222,-0.25,-0.2,-0.8,-0.125,0.75,0.75,1.0,0.8,0.625,0.5,7.25,7.8,6.8,6.625,7.2,7.6
AS14.01,2014-03-22,2014-03-22 15:30:00.000000000,0.2368802192399581,8.72319826114874,57.95488823260074,46.662,7.025333333333333,0.0,0.0,12.05475,30.82208888888889,37.305,0.0,39.207,0.0,1.0,0.6,0.5,786.0026093385993,1.0,5,22,3,0.1340501039893886,0.1340501039893886,0.1340501039893886,0.0,0.0,0.2,0.0,-0.25,0.0,0.0,0.2,0.3333333333333333,0.75,0.0,0.0,6.2,6.333333333333333,6.25,0.0,0.0,6.4
AS14.01,2014-04-22,2014-04-22 11:30:00.000000000,0.091929551822292,12.718714151808232,47.59289459172771,80.51375694444444,6.408833333333334,0.0,0.0,10.526666666666666,72.89369583333334,0.0,0.0,19.74680555555556,0.0,2.0,0.2,1.0,1399.715670389939,0.0,1,22,4,0.1020410589682471,0.0748162430431159,0.0994319117238402,0.094033006694976,0.0569178566720968,-0.25,-0.25,-0.2,-0.8,-0.125,1.0,0.75,1.0,0.8,0.625,7.6,7.25,7.8,6.8,6.625,7.4
AS14.01,2014-03-25,2014-03-25 11:30:00.000000000,0.0983741123905067,11.027645733525734,57.36010072751324,34.103,10.7635,0.0,0.0,18.61691666666667,65.44828214285715,0.0,28.36572222222222,20.292744444444445,0.0,0.0,0.5,0.5,3326.710157156964,1.0,1,25,3,0.0789610561155979,0.1427411158050636,0.2368802192399581,0.1340501039893886,0.1340501039893886,0.8,0.2,0.6,0.2,0.0,0.0,0.8,0.5,0.2,0.3333333333333333,6.0,6.8,6.4,6.2,6.333333333333333,6.75
AS14.01,2014-04-24,2014-04-24 11:30:00.000000000,0.0509029881940343,8.062095568639318,53.88384597338936,98.78663409090908,41.9874,0.0,0.0,7.98325,67.91095714285714,16.31125,0.0,33.81783509615384,0.0,1.0,-0.4,1.0,7865.985717674008,0.0,3,24,4,0.0459856891337655,0.091929551822292,0.1020410589682471,0.0748162430431159,0.0994319117238402,0.2,0.2,-0.25,-0.25,-0.2,1.0,1.0,1.0,0.75,1.0,7.6,7.4,7.6,7.25,7.8,7.6
AS14.01,2014-03-23,2014-03-23 16:00:00.000000000,0.1427411158050636,11.110051028138528,53.27680914351853,24.5935,0.0,0.0,0.0,12.137166666666667,38.018863095238096,0.0,0.0,0.0,30.386,0.0,0.2,0.8,794.1012471594677,0.0,6,23,3,0.2368802192399581,0.1340501039893886,0.1340501039893886,0.1340501039893886,0.0,0.6,0.2,0.0,-0.25,0.0,0.5,0.2,0.3333333333333333,0.75,0.0,6.4,6.2,6.333333333333333,6.25,0.0,6.8
AS14.01,2014-03-24,2014-03-24 11:30:00.000000000,0.0789610561155979,5.893288576737589,51.50484664501632,99.61043333333332,7.406472222222223,0.0,3.01,11.093000000000002,63.26155146520146,83.961,0.0,69.60600000000001,0.0,4.0,0.8,0.0,1762.3989840015258,0.0,0,24,3,0.1427411158050636,0.2368802192399581,0.1340501039893886,0.1340501039893886,0.1340501039893886,0.2,0.6,0.2,0.0,-0.25,0.8,0.5,0.2,0.3333333333333333,0.75,6.8,6.4,6.2,6.333333333333333,6.25,6.0
AS14.01,2014-04-26,2014-04-26 11:30:00.000000000,0.2142487716242349,10.968552236652238,52.18536527777778,125.556,6.816749999999999,0.0,0.0,9.241,789.459,42.75877307692308,3.148,17.29622857142857,0.0,1.0,-0.2,1.0,9465.513461706749,2.0,5,26,4,0.1090610636368274,0.0509029881940343,0.0459856891337655,0.091929551822292,0.1020410589682471,-0.2,-0.4,0.2,0.2,-0.25,0.8,1.0,1.0,1.0,1.0,7.2,7.6,7.6,7.4,7.6,7.6
AS14.01,2014-04-12,2014-04-12 11:30:00.000000000,0.0722490614703181,6.859074166666668,270.33854480519483,176.29037333333332,0.0,0.0,0.0,8.287416666666667,44.011300000000006,5.031,0.0,16.113875,0.0,0.0,-0.75,0.75,3663.736166862645,0.0,5,12,4,0.0799862020730605,0.078963105194891,0.1203841145323287,0.0753270582613484,0.0506706211743178,-1.2,-0.4,-0.8,-0.4,-0.6666666666666666,0.8,0.8,1.0,0.3333333333333333,0.25,7.0,7.4,7.4,6.6,6.5,7.25
AS14.01,2014-04-16,2014-04-16 11:30:00.000000000,0.1161103361271222,6.016434226720992,31.790134722552988,26.03826388888889,0.0,0.0,0.0,6.797333333333333,67.79048754578754,0.0,0.0,28.618861111111112,0.0,0.0,0.75,0.5,2475.2643826276776,1.0,2,16,4,0.0901121527807252,0.0838873144698841,0.0140213289543707,0.0722490614703181,0.0799862020730605,0.0,-1.2,-1.25,-0.75,-1.2,0.8,0.6,1.0,0.75,0.8,6.4,7.2,8.0,7.25,7.0,7.2
AS14.01,2014-04-23,2014-04-23 11:30:00.000000000,0.0459856891337655,9.316084786324788,52.313896731786734,35.34661111111112,6.017,0.0,0.0,7.066333333333333,53.574312500000005,0.0,0.0,21.816625,0.0,1.0,0.2,1.0,1529.8970588489826,0.0,2,23,4,0.091929551822292,0.1020410589682471,0.0748162430431159,0.0994319117238402,0.094033006694976,0.2,-0.25,-0.25,-0.2,-0.8,1.0,1.0,0.75,1.0,0.8,7.4,7.6,7.25,7.8,6.8,7.6
AS14.01,2014-04-08,2014-04-08 11:30:00.000000000,0.0753270582613484,6.731823229907347,55.284389125631314,174.61693333333332,6.377,0.0,0.0,29.93057142857143,51.69935653235653,0.0,0.0,18.0715,0.0,1.0,-0.4,0.3333333333333333,1940.4719227193864,0.0,1,8,4,0.0506706211743178,0.0644077994424681,0.1190023022034455,0.1266893112073258,0.049238472708441,-0.6666666666666666,-0.75,-0.4,0.2,-1.2,0.25,0.5,0.6,0.4,0.0,6.5,6.5,6.8,6.2,6.4,6.6
AS14.01,2014-04-09,2014-04-09 11:30:00.000000000,0.1203841145323287,9.995222288421298,43.89243659159737,97.22105357142856,0.0,0.0,0.0,30.542357142857146,51.89092568820069,0.0,0.0,84.10633333333334,0.0,1.0,-0.8,1.0,1210.158451311298,0.0,2,9,4,0.0753270582613484,0.0506706211743178,0.0644077994424681,0.1190023022034455,0.1266893112073258,-0.4,-0.6666666666666666,-0.75,-0.4,0.2,0.3333333333333333,0.25,0.5,0.6,0.4,6.6,6.5,6.5,6.8,6.2,7.4
AS14.01,2014-04-05,2014-04-05 11:30:00.000000000,0.1190023022034455,101.10082466699969,43.03054240631164,76.369,0.0,0.0,0.0,10.5581,49.04311111111111,31.1429,0.0,15.198375,0.0,0.0,-0.4,0.6,738.8321333527565,1.0,5,5,4,0.1266893112073258,0.049238472708441,0.1019166106382234,0.118443242712736,0.0705054808833895,0.2,-1.2,0.3333333333333333,0.2,0.0,0.4,0.0,0.6666666666666666,0.0,0.6,6.2,6.4,6.5,6.0,7.4,6.8
AS14.01,2014-04-29,2014-04-29 11:30:00.000000000,0.1027582485295044,47.41180712307016,51.59532142857143,76.47564444444446,0.0,166.6525,0.0,8.0944,82.96300000000001,20.991,0.0,25.77012962962963,0.0,0.0,-0.25,1.0,1107.037749364202,0.0,1,29,4,0.0196753225383989,0.0304789237989636,0.2142487716242349,0.1090610636368274,0.0509029881940343,-0.8,-0.125,-0.2,-0.2,-0.4,0.8,1.0,1.0,0.8,1.0,7.6,7.5,7.6,7.2,7.6,7.0
AS14.01,2014-04-06,2014-04-06 11:30:00.000000000,0.0644077994424681,47.85947937452759,48.95173352272728,93.607,0.0,57.203,0.0,17.06125,50.71925,0.0,0.0,8.678125000000001,0.0,3.0,-0.75,0.5,1633.4889600794374,0.0,6,6,4,0.1190023022034455,0.1266893112073258,0.049238472708441,0.1019166106382234,0.118443242712736,-0.4,0.2,-1.2,0.3333333333333333,0.2,0.6,0.4,0.0,0.6666666666666666,0.0,6.8,6.2,6.4,6.5,6.0,6.5
AS14.01,2014-04-10,2014-04-10 11:30:00.000000000,0.078963105194891,8.162289395843807,69.24827286879787,172.53019999999998,0.0,1.059,23.195,11.584583333333336,41.69141666666667,0.0,0.0,35.57673611111111,0.0,2.0,-0.4,0.8,1465.123067509118,0.0,3,10,4,0.1203841145323287,0.0753270582613484,0.0506706211743178,0.0644077994424681,0.1190023022034455,-0.8,-0.4,-0.6666666666666666,-0.75,-0.4,1.0,0.3333333333333333,0.25,0.5,0.6,7.4,6.6,6.5,6.5,6.8,7.4
AS14.01,2014-04-07,2014-04-07 11:30:00.000000000,0.0506706211743178,7.0488513744588746,62.70308455754772,103.06158333333332,9.2256,0.0,17.107,19.25811111111111,72.26981071428571,60.247,0.0,51.45275000000001,0.0,1.0,-0.6666666666666666,0.25,1445.4637650182824,0.0,0,7,4,0.0644077994424681,0.1190023022034455,0.1266893112073258,0.049238472708441,0.1019166106382234,-0.75,-0.4,0.2,-1.2,0.3333333333333333,0.5,0.6,0.4,0.0,0.6666666666666666,6.5,6.8,6.2,6.4,6.5,6.5
AS14.01,2014-02-27,2014-02-27 12:00:00.000000000,0.1340501039893886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,3,27,2,0.1340501039893886,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.333333333333333
AS14.01,2014-04-04,2014-04-04 11:30:00.000000000,0.1266893112073258,9.101232872435537,46.07634036647047,160.46066666666667,0.0,0.0,0.0,16.82535714285714,46.04527469135802,20.885875,0.0,10.777357142857143,0.0,2.0,0.2,0.4,3891.922798411497,0.0,4,4,4,0.049238472708441,0.1019166106382234,0.118443242712736,0.0705054808833895,0.049092970521542,-1.2,0.3333333333333333,0.2,0.0,-0.5,0.0,0.6666666666666666,0.0,0.6,0.75,6.4,6.5,6.0,7.4,7.5,6.2
AS14.01,2014-04-03,2014-04-03 11:30:00.000000000,0.049238472708441,18.42964506855916,39.43458753432721,82.85223809523809,25.41133333333333,0.0,0.0,11.44036111111111,33.12065302197802,19.082,0.0,19.948191666666663,0.0,3.0,-1.2,0.0,1846.5917306931872,0.0,3,3,4,0.1019166106382234,0.118443242712736,0.0705054808833895,0.049092970521542,0.0682028101018696,0.3333333333333333,0.2,0.0,-0.5,0.2,0.6666666666666666,0.0,0.6,0.75,1.0,6.5,6.0,7.4,7.5,8.0,6.4
AS14.01,2014-04-11,2014-04-11 11:30:00.000000000,0.0799862020730605,19.097979573041336,28.13653742169595,69.64963888888889,15.682166666666667,0.0,0.0,8.499666666666666,36.73113541666667,34.234,0.0,24.6226,0.0,0.0,-1.2,0.8,1642.292872048846,0.0,4,11,4,0.078963105194891,0.1203841145323287,0.0753270582613484,0.0506706211743178,0.0644077994424681,-0.4,-0.8,-0.4,-0.6666666666666666,-0.75,0.8,1.0,0.3333333333333333,0.25,0.5,7.4,7.4,6.6,6.5,6.5,7.0
AS14.02,2014-04-10,2014-04-10 11:30:00.000000000,0.2607506038432931,9.810629894179892,27.024177508503403,20.95491805555556,0.0,0.0,0.0,29.74475,13.995429232804232,58.34588888888888,0.0,1.0225,0.0,1.0,0.25,0.75,856.0384397388478,1.0,3,10,4,0.2472098480448902,0.2619510376215639,0.1365237343960995,0.2152095201608524,0.3219197224805252,-0.5,-0.25,0.0,-1.0,0.0,0.25,0.5,0.6,-1.25,0.6,7.25,6.25,6.8,4.5,7.4,7.25
AS14.02,2014-03-20,2014-03-20 11:30:00.000000000,0.2390249602103473,16.895729990530302,38.13671435897436,17.381714285714285,0.0,0.0,0.0,11.27965,15.12225,0.0,0.0,0.0,0.0,5.0,-0.5,0.75,722.6453283985937,1.0,3,20,3,0.3156317568506431,0.2194843842554375,0.1680684149503257,0.1680684149503257,0.0,0.4,0.6,0.5,0.0,0.0,0.4,0.8,0.5,0.0,0.0,6.8,8.2,6.75,6.333333333333333,0.0,7.25
AS14.02,2014-04-18,2014-04-18 15:51:25.714285824,0.4850427350427352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4,18,4,0.4700854700854705,0.3532763532763534,0.1736288831786874,0.1870740501721279,0.2898201182827999,0.1666666666666666,-0.3333333333333333,-0.5,0.75,-0.6,-0.1666666666666666,0.3333333333333333,0.5,1.0,0.4,6.5,6.666666666666667,7.25,8.0,7.2,6.5
AS14.02,2014-03-29,2014-03-29 11:30:00.000000000,0.432469355060395,55.89971435057998,46.92374871794872,178.39808333333335,0.0,0.0,0.0,15.238333333333337,65.61425,15.345947222222222,0.0,0.0,0.0,3.0,-0.75,0.25,545.7925779102384,0.0,5,29,3,0.2615983280781395,0.2288490089221509,0.2939534624058421,0.2305136548564537,0.1561246625014999,-0.6,0.0,-1.2,-1.25,0.2,0.6,0.5,0.4,0.75,-0.2,6.8,7.25,7.2,7.75,6.4,7.25
AS14.02,2014-04-11,2014-04-11 11:30:00.000000000,0.4244814273084369,18.339421829774093,22.77204120118636,26.070232698412696,0.0,0.0,0.0,24.78625,10.491520408163266,19.07971424774056,0.0,0.0,0.0,5.0,-0.5,0.5,471.9718932329885,1.0,4,11,4,0.2607506038432931,0.2472098480448902,0.2619510376215639,0.1365237343960995,0.2152095201608524,0.25,-0.5,-0.25,0.0,-1.0,0.75,0.25,0.5,0.6,-1.25,7.25,7.25,6.25,6.8,4.5,6.5
AS14.02,2014-04-03,2014-04-03 11:30:00.000000000,0.3225058399099886,6.179408938244446,23.55760828869048,54.81019444444444,0.0,0.0,0.0,11.2264,11.965,22.9133,0.0,0.0,0.0,2.0,-0.25,0.0,552.742537116517,0.0,3,3,4,0.3191205617996335,0.2619605321890544,0.1563729236642765,0.2418873087939678,0.432469355060395,-0.6,-0.2,-0.8,-1.0,-0.75,-0.2,0.8,0.4,0.75,0.25,6.4,7.4,7.2,7.0,7.25,5.75
AS14.02,2014-03-21,2014-03-21 11:30:00.000000000,0.2896279249001074,14.341067468650582,36.035060772560776,153.20133333333334,0.0,0.0,0.0,9.486,29.271244791666668,26.888329545454543,0.0,0.0,0.0,8.0,-0.75,0.75,2029.419570554437,1.0,4,21,3,0.2390249602103473,0.3156317568506431,0.2194843842554375,0.1680684149503257,0.1680684149503257,-0.5,0.4,0.6,0.5,0.0,0.75,0.4,0.8,0.5,0.0,7.25,6.8,8.2,6.75,6.333333333333333,7.5
AS14.02,2014-04-09,2014-04-09 11:30:00.000000000,0.2472098480448902,6.967975103338055,24.43079777107813,36.47999333333333,0.0,0.0,0.0,12.2794,22.689785714285712,0.0,0.0,0.0,0.0,6.0,-0.5,0.25,778.7747428545205,1.0,2,9,4,0.2619510376215639,0.1365237343960995,0.2152095201608524,0.3219197224805252,0.2272703566089604,-0.25,0.0,-1.0,0.0,-1.2,0.5,0.6,-1.25,0.6,0.2,6.25,6.8,4.5,7.4,6.4,7.25
AS14.02,2014-03-16,2014-03-16 13:21:10.588235264,0.1680684149503257,18.7612203962704,31.79668486772487,88.392,0.0,0.0,0.0,17.97894642857143,8.061009523809524,0.0,0.0,0.0,0.0,3.0,0.0,0.0,551.5769300670418,1.0,6,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333
AS14.02,2014-03-28,2014-03-28 11:30:00.000000000,0.2615983280781395,9.382700773036488,17.896053068954853,30.7815,0.0,0.0,0.0,23.25464583333333,69.21998527236651,0.0,0.0,0.0,0.0,4.0,-0.6,0.6,657.5486973667973,1.0,4,28,3,0.2288490089221509,0.2939534624058421,0.2305136548564537,0.1561246625014999,0.2696971570335323,0.0,-1.2,-1.25,0.2,-1.0,0.5,0.4,0.75,-0.2,0.0,7.25,7.2,7.75,6.4,6.25,6.8
